X,Y,Name,description,altitudeMode,STATUS,SYSTEMSTOP,OWLROUTES,CITY,POS,CROSS_ST,PUBLIC_NAME,SHAPE,STREET,POINT_X,POINT_Y,ROUTESSTPG,DIR,Field_1
-87.747949,41.971754,Cicero & Argyle,,clampToGround,In Service,"10486",,CHICAGO,NS,ARGYLE,"Cicero &amp; Argyle",Point,CICERO,"-87.747949","41.971754",54A,SB,"Cicero &amp; Argyle"
-87.74273032,41.798471474,Cicero & Archer,,clampToGround,In Service,"4606",N62,CHICAGO,NS,ARCHER,"Cicero &amp; Archer",Point,CICERO,"-87.74273","41.798471","54B,N62",NB,"Cicero &amp; Archer"
-87.743502999,41.834898001,Cicero & 32nd Street,,clampToGround,In Service,"10404",,CICERO,NT,32ND STREET,"Cicero &amp; 32nd Street",Point,CICERO,"-87.743503","41.834898",54B,NB,"Cicero &amp; 32nd Street"
-87.73751922,41.79299879,4600 W 55th Street,,clampToGround,In Service,"10496",,CHICAGO,FS,4600 WEST RR CROSSING,4600 W 55th Street,Point,55TH STREET,"-87.737519","41.792999","55",EB,4600 W 55th Street
-87.73829914,41.895220155,Chicago & Kilbourn,,clampToGround,In Service,"653",,CHICAGO,NS,KILBOURN (east leg),"Chicago &amp; Kilbourn",Point,CHICAGO,"-87.738299","41.89522","66",WB,"Chicago &amp; Kilbourn"
-87.740142621,41.948951714,Milwaukee & Kenneth,,clampToGround,Temp out,"5447",,CHICAGO,MT,KENNETH/KILBOURN-east leg,"Milwaukee &amp; Kenneth",Point,MILWAUKEE,"-87.740143","41.948952","56",SEB,"Milwaukee &amp; Kenneth"
-87.734330674,41.793040307,55th Street & Kenneth,,clampToGround,In Service,"18448",,CHICAGO,FS,KENNETH,"55th Street &amp; Kenneth",Point,55TH STREET,"-87.734331","41.79304","55",EB,"55th Street &amp; Kenneth"
-87.735699315,41.873774747,Harrison & Kostner,,clampToGround,In Service,"240",,CHICAGO,FS,KOSTNER,"Harrison &amp; Kostner",Point,HARRISON,"-87.735699","41.873775","7",WB,"Harrison &amp; Kostner"
-87.735703251,41.975395793,Foster & Kildare,,clampToGround,In Service,"4761",,CHICAGO,NS,KILDARE,"Foster &amp; Kildare",Point,FOSTER,"-87.735703","41.975396","92",EB,"Foster &amp; Kildare"
-87.73111485,41.851608657,Cermak & Kildare,,clampToGround,In Service,"6887",,CHICAGO,NS,KILDARE (west leg),"Cermak &amp; Kildare",Point,CERMAK,"-87.731115","41.851609","21",WB,"Cermak &amp; Kildare"
-87.775358,41.911155,Austin & Wabansia,,clampToGround,In Service,"9587",,CHICAGO,NS,WABANSIA,"Austin &amp; Wabansia",Point,AUSTIN,"-87.775358","41.911155","91",SB,"Austin &amp; Wabansia"
-87.775483139,41.914330046,Austin & Cortland,,clampToGround,In Service,"9585",,CHICAGO,NS,CORTLAND,"Austin &amp; Cortland",Point,AUSTIN,"-87.775483","41.91433","91",SB,"Austin &amp; Cortland"
-87.775588609,41.923937629,Fullerton & Austin,,clampToGround,In Service,"1278",,CHICAGO,NS,AUSTIN,"Fullerton &amp; Austin",Point,FULLERTON,"-87.775589","41.923938","74",WB,"Fullerton &amp; Austin"
-87.775520255,41.920761021,Austin & Grand,,clampToGround,In Service,"9647",,CHICAGO,FS,GRAND,"Austin &amp; Grand",Point,AUSTIN,"-87.77552","41.920761","91",NB,"Austin &amp; Grand"
-87.775814121,41.929248421,Austin & Schubert,,clampToGround,In Service,"9652",,CHICAGO,NS,SCHUBERT,"Austin &amp; Schubert",Point,AUSTIN,"-87.775814","41.929248","91",NB,"Austin &amp; Schubert"
-87.775625192,41.931077093,Diversey & Austin,,clampToGround,In Service,"18337",,CHICAGO,FS,AUSTIN,"Diversey &amp; Austin",Point,DIVERSEY,"-87.775625","41.931077","76",EB,"Diversey &amp; Austin"
-87.776166637,41.934869291,Austin & Wellington,,clampToGround,In Service,"9575",,CHICAGO,NS,WELLINGTON,"Austin &amp; Wellington",Point,AUSTIN,"-87.776167","41.934869","91",SB,"Austin &amp; Wellington"
-87.776026714,41.935060744,Austin & Wellington,,clampToGround,In Service,"15539",,CHICAGO,FS,WELLINGTON,"Austin &amp; Wellington",Point,AUSTIN,"-87.776027","41.935061","91",NB,"Austin &amp; Wellington"
-87.776558999,41.949324,Austin & Grace,,clampToGround,In Service,"9663",,CHICAGO,NS,GRACE,"Austin &amp; Grace",Point,AUSTIN,"-87.776559","41.949324","91",NB,"Austin &amp; Grace"
-87.777028999,41.958595001,Austin & Cullom,,clampToGround,In Service,"9562",,CHICAGO,NS,CULLOM,"Austin &amp; Cullom",Point,AUSTIN,"-87.777029","41.958595","91",SB,"Austin &amp; Cullom"
-87.775778266,41.979194895,Northwest Hwy & Marmora,,clampToGround,In Service,"9949",,CHICAGO,NT,MARMORA,"Northwest Hwy &amp; Marmora",Point,NORTHWEST HWY,"-87.775778","41.979195","68",SEB,"Northwest Hwy &amp; Marmora"
-87.773902758,41.774079656,65th Street & Meade,,clampToGround,In Service,"3362",,BEDFORD PARK,NT,MEADE,"65th Street &amp; Meade",Point,65TH STREET,"-87.773903","41.77408","165",EB,"65th Street &amp; Meade"
-87.771775999,41.783437,Austin & 60th Street,,clampToGround,In Service,"4562",,CHICAGO,NS,60TH STREET,"Austin &amp; 60th Street",Point,AUSTIN,"-87.771776","41.783437",55A,SB,"Austin &amp; 60th Street"
-87.771702001,41.78511,Austin & 59th Street,,clampToGround,In Service,"4575",,CHICAGO,NS,59TH STREET,"Austin &amp; 59th Street",Point,AUSTIN,"-87.771702","41.78511",55A,NB,"Austin &amp; 59th Street"
-87.773543844,41.85091605,Cermak & Austin,,clampToGround,In Service,"6958",,CICERO,NS,AUSTIN,"Cermak &amp; Austin",Point,CERMAK,"-87.773544","41.850916","21,322",WB,"Cermak &amp; Austin"
-87.774044999,41.865629,Austin & Roosevelt,,clampToGround,In Service,"9617",,CHICAGO,FS,ROOSEVELT,"Austin &amp; Roosevelt",Point,AUSTIN,"-87.774045","41.865629","91",NB,"Austin &amp; Roosevelt"
-87.773350862,41.923757348,Fullerton & Marmora,,clampToGround,In Service,"1295",,CHICAGO,NS,MARMORA,"Fullerton &amp; Marmora",Point,FULLERTON,"-87.773351","41.923757","74",EB,"Fullerton &amp; Marmora"
-87.770972295,41.931286854,Diversey & Menard,,clampToGround,In Service,"11095",,CHICAGO,NS,MENARD,"Diversey &amp; Menard",Point,DIVERSEY,"-87.770972","41.931287","76",WB,"Diversey &amp; Menard"
-87.772252,41.960354001,Montrose & Menard,,clampToGround,In Service,"11314",,CHICAGO,NS,MENARD,"Montrose &amp; Menard",Point,MONTROSE,"-87.772252","41.960354","78",EB,"Montrose &amp; Menard"
-87.773322741,41.971928314,Higgins & Menard,,clampToGround,In Service,"9802",,CHICAGO,NS,MENARD,"Higgins &amp; Menard",Point,HIGGINS,"-87.773323","41.971928","88",NWB,"Higgins &amp; Menard"
-87.768655482,41.851025163,Cermak & 58th Avenue,,clampToGround,In Service,"6957",,CICERO,NS,58TH AVENUE,"Cermak &amp; 58th Avenue",Point,CERMAK,"-87.768655","41.851025","21,322",WB,"Cermak &amp; 58th Avenue"
-87.768004999,41.894753,Chicago & Waller,,clampToGround,In Service,"513",,CHICAGO,NS,WALLER (west leg),"Chicago &amp; Waller",Point,CHICAGO,"-87.768005","41.894753","66",EB,"Chicago &amp; Waller"
-87.76733569,41.960587172,Central & Montrose,,clampToGround,In Service,"11525",,CHICAGO,NS,MONTROSE,"Central &amp; Montrose",Point,CENTRAL,"-87.767336","41.960587","85",SB,"Central &amp; Montrose"
-87.767104001,41.958565,Central & Cullom,,clampToGround,In Service,"11624",,CHICAGO,NS,CULLOM,"Central &amp; Cullom",Point,CENTRAL,"-87.767104","41.958565","85",NB,"Central &amp; Cullom"
-87.767368999,41.962413001,Central & Sunnyside,,clampToGround,In Service,"11524",,CHICAGO,NS,SUNNYSIDE,"Central &amp; Sunnyside",Point,CENTRAL,"-87.767369","41.962413","85",SB,"Central &amp; Sunnyside"
-87.76719204,41.962218135,Central & Sunnyside,,clampToGround,In Service,"11626",,CHICAGO,NS,SUNNYSIDE,"Central &amp; Sunnyside",Point,CENTRAL,"-87.767192","41.962218","85",NB,"Central &amp; Sunnyside"
-87.768381,41.984582,Central & Seminole,,clampToGround,In Service,"11515",,CHICAGO,FS,SEMINOLE,"Central &amp; Seminole",Point,CENTRAL,"-87.768381","41.984582","85,85A",SB,"Central &amp; Seminole"
-87.768183999,41.987121,Central & Leonard,,clampToGround,In Service,"11637",,CHICAGO,NT,LEONARD,"Central &amp; Leonard",Point,CENTRAL,"-87.768184","41.987121",85A,NB,"Central &amp; Leonard"
-87.766328242,41.774388005,65th Street & Menard,,clampToGround,In Service,"3332",,CHICAGO,NS,MENARD(west leg),"65th Street &amp; Menard",Point,65TH STREET,"-87.766328","41.774388","165",WB,"65th Street &amp; Menard"
-87.763906932,41.774447889,65th Street & Major,,clampToGround,In Service,"3331",,CHICAGO,NT,MAJOR (west leg),"65th Street &amp; Major",Point,65TH STREET,"-87.763907","41.774448","165",WB,"65th Street &amp; Major"
-87.764075326,41.778074813,63rd Street & Major,,clampToGround,In Service,"3292",,CHICAGO,NS,MAJOR,"63rd Street &amp; Major",Point,63RD STREET,"-87.764075","41.778075",63W,WB,"63rd Street &amp; Major"
-87.764645953,41.795441078,Archer & Major,,clampToGround,In Service,"4525",,CHICAGO,NS,MAJOR (west leg),"Archer &amp; Major",Point,ARCHER,"-87.764646","41.795441","62,62H",SWB,"Archer &amp; Major"
-87.764115596,41.867331937,Central & Fillmore,,clampToGround,In Service,"17223",,CHICAGO,NT,FILLMORE,"Central &amp; Fillmore",Point,CENTRAL,"-87.764116","41.867332","12",NB,"Central &amp; Fillmore"
-87.765036624,41.882352748,Central & Washington,,clampToGround,In Service,"11570",,CHICAGO,NS,WASHINGTON,"Central &amp; Washington",Point,CENTRAL,"-87.765037","41.882353","85",SB,"Central &amp; Washington"
-87.764691725,41.880357032,Madison & Central,,clampToGround,In Service,"505",N20,CHICAGO,NS,CENTRAL,"Madison &amp; Central",Point,MADISON,"-87.764692","41.880357","20",WB,"Madison &amp; Central"
-87.764955626,41.885581821,Central & Fulton,,clampToGround,In Service,"11582",,CHICAGO,NS,FULTON,"Central &amp; Fulton",Point,CENTRAL,"-87.764956","41.885582","85",NB,"Central &amp; Fulton"
-87.765316999,41.891174001,Central & Ohio,,clampToGround,In Service,"11564",,CHICAGO,NS,OHIO,"Central &amp; Ohio",Point,CENTRAL,"-87.765317","41.891174","85",SB,"Central &amp; Ohio"
-87.765263778,41.894930126,Chicago & Central,,clampToGround,In Service,"663",,CHICAGO,NS,CENTRAL,"Chicago &amp; Central",Point,CHICAGO,"-87.765264","41.89493","66",WB,"Chicago &amp; Central"
-87.765620571,41.898617113,Central & Augusta,,clampToGround,In Service,"11560",,CHICAGO,NS,AUGUSTA,"Central &amp; Augusta",Point,CENTRAL,"-87.765621","41.898617","85",SB,"Central &amp; Augusta"
-87.765429187,41.898386941,Central & Augusta,,clampToGround,In Service,"11590",,CHICAGO,NS,AUGUSTA,"Central &amp; Augusta",Point,CENTRAL,"-87.765429","41.898387","85",NB,"Central &amp; Augusta"
-87.765639,41.90386,Central & Potomac,,clampToGround,In Service,"11593",,CHICAGO,NS,POTOMAC,"Central &amp; Potomac",Point,CENTRAL,"-87.765639","41.90386","85",NB,"Central &amp; Potomac"
-87.765362659,41.90208219,Division & Central,,clampToGround,In Service,"17975",,CHICAGO,FS,CENTRAL,"Division &amp; Central",Point,DIVISION,"-87.765363","41.902082","70",EB,"Division &amp; Central"
-87.763935,41.902102,Division & Pine,,clampToGround,In Service,"1975",,CHICAGO,NS,PINE,"Division &amp; Pine",Point,DIVISION,"-87.763935","41.902102","70",EB,"Division &amp; Pine"
-87.765628,41.916751,Central & Armitage,,clampToGround,In Service,"11600",,CHICAGO,MB,over ARMITAGE,"Central &amp; Armitage",Point,CENTRAL,"-87.765628","41.916751","85",NB,"Central &amp; Armitage"
-87.765939178,41.920440734,Central & Palmer,,clampToGround,In Service,"11548",,CHICAGO,NS,PALMER,"Central &amp; Palmer",Point,CENTRAL,"-87.765939","41.920441","85",SB,"Central &amp; Palmer"
-87.765890621,41.919096994,Central & Grand,,clampToGround,In Service,"15465",,CHICAGO,NS,GRAND,"Central &amp; Grand",Point,CENTRAL,"-87.765891","41.919097","85",SB,"Central &amp; Grand"
-87.763084439,41.91831551,5500 W Grand,,clampToGround,In Service,"828",,CHICAGO,MB,5500 WEST,5500 W Grand,Point,GRAND,"-87.763084","41.918316","65",WB,5500 W Grand
-87.763839651,41.931206324,Diversey & Linder,,clampToGround,In Service,"10982",,CHICAGO,NS,LINDER,"Diversey &amp; Linder",Point,DIVERSEY,"-87.76384","41.931206","76",EB,"Diversey &amp; Linder"
-87.766577831,41.938432114,Central & Belmont,,clampToGround,In Service,"17020",,CHICAGO,FS,BELMONT,"Central &amp; Belmont",Point,CENTRAL,"-87.766578","41.938432","85",SB,"Central &amp; Belmont"
-87.766499001,41.936825,Central & Barry,,clampToGround,In Service,"11539",,CHICAGO,NS,BARRY,"Central &amp; Barry",Point,CENTRAL,"-87.766499","41.936825","85",SB,"Central &amp; Barry"
-87.766546,41.942134,Central & Roscoe,,clampToGround,In Service,"11614",,CHICAGO,NS,ROSCOE,"Central &amp; Roscoe",Point,CENTRAL,"-87.766546","41.942134","85",NB,"Central &amp; Roscoe"
-87.766610999,41.943963,Central & Cornelia,,clampToGround,In Service,"11615",,CHICAGO,NS,CORNELIA,"Central &amp; Cornelia",Point,CENTRAL,"-87.766611","41.943963","85",NB,"Central &amp; Cornelia"
-87.764529999,41.960447,Montrose & Linder,,clampToGround,In Service,"11317",,CHICAGO,FS,LINDER,"Montrose &amp; Linder",Point,MONTROSE,"-87.76453","41.960447","78",EB,"Montrose &amp; Linder"
-87.765050039,41.969737904,Gale & Higgins,,clampToGround,In Service,"9799",,CHICAGO,NS,HIGGINS,"Gale &amp; Higgins",Point,GALE,"-87.76505","41.969738","85,88",SWB,"Gale &amp; Higgins"
-87.763368749,41.970669684,Milwaukee & Gale,,clampToGround,In Service,"4844",,CHICAGO,NS,GALE (west leg),"Milwaukee &amp; Gale",Point,MILWAUKEE,"-87.763369","41.97067","68,85,85A,92",SEB,"Milwaukee &amp; Gale"
-87.760844011,41.757294229,7424 S Central,,clampToGround,In Service,"10377",,BEDFORD PARK,MB,7424 SOUTH,7424 S Central,Point,CENTRAL,"-87.760844","41.757294",54B,NB,7424 S Central
-87.762772841,41.865550768,5500 W Roosevelt,,clampToGround,In Service,"257",,CICERO,MB,5500 WEST,5500 W Roosevelt,Point,ROOSEVELT,"-87.762773","41.865551","12",EB,5500 W Roosevelt
-87.759366999,41.8729,5400 W Harrison,,clampToGround,In Service,"155",,CHICAGO,MB,5400 WEST,5400 W Harrison,Point,HARRISON,"-87.759367","41.8729","7",EB,5400 W Harrison
-87.760741748,41.894931469,Chicago & Long,,clampToGround,In Service,"14525",,CHICAGO,FS,LONG,"Chicago &amp; Long",Point,CHICAGO,"-87.760742","41.894931","66",WB,"Chicago &amp; Long"
-87.762829208,41.909510865,North Ave & Linder,,clampToGround,In Service,"17864",,CHICAGO,NS,LINDER (east leg),"North Ave &amp; Linder",Point,NORTH AVENUE,"-87.762829","41.909511","72",WB,"North Ave &amp; Linder"
-87.759423457,41.945933826,Addison & Lockwood,,clampToGround,In Service,"12498",,CHICAGO,NS,LOCKWOOD,"Addison &amp; Lockwood",Point,ADDISON,"-87.759423","41.945934","152",EB,"Addison &amp; Lockwood"
-87.759251886,41.946052787,Addison & Lockwood,,clampToGround,In Service,"12600",,CHICAGO,NS,LOCKWOOD,"Addison &amp; Lockwood",Point,ADDISON,"-87.759252","41.946053","152",WB,"Addison &amp; Lockwood"
-87.762293736,41.967580316,Lawrence & Long,,clampToGround,In Service,"18110",,CHICAGO,FS,LONG,"Lawrence &amp; Long",Point,LAWRENCE,"-87.762294","41.96758","81W,91",EB,"Lawrence &amp; Long"
-87.760555847,41.9677647,Milwaukee & Lawrence,,clampToGround,In Service,"5591",,CHICAGO,NS,LAWRENCE,"Milwaukee &amp; Lawrence",Point,MILWAUKEE,"-87.760556","41.967765","56",NWB,"Milwaukee &amp; Lawrence"
-87.760184728,41.994349467,Caldwell & Navajo,,clampToGround,In Service,"11512",,CHICAGO,NS,NAVAJO,"Caldwell &amp; Navajo",Point,CALDWELL,"-87.760185","41.994349","84",NWB,"Caldwell &amp; Navajo"
-87.761038657,42.062693116,Old Orchard Rd & Woods,,clampToGround,In Service,"10448",,SKOKIE,NT,WOODS DR,"Old Orchard Rd &amp; Woods",Point,OLD ORCHARD RD,"-87.761039","42.062693",54A,WB,"Old Orchard Rd &amp; Woods"
-87.759014304,41.774512562,65th Street & Linder,,clampToGround,In Service,"3329",,CHICAGO,NS,LINDER,"65th Street &amp; Linder",Point,65TH STREET,"-87.759014","41.774513","165",WB,"65th Street &amp; Linder"
-87.755513794,41.778226336,63rd Street & Lorel,,clampToGround,In Service,"3288",,CHICAGO,NT,LOREL,"63rd Street &amp; Lorel",Point,63RD STREET,"-87.755514","41.778226",63W,WB,"63rd Street &amp; Lorel"
-87.75741294,41.796580221,Archer & Long,,clampToGround,In Service,"4522",,CHICAGO,NS,LONG,"Archer &amp; Long",Point,ARCHER,"-87.757413","41.79658","62,62H",SWB,"Archer &amp; Long"
-87.755794999,41.900494,Laramie & Thomas,,clampToGround,In Service,"3833",,CHICAGO,NS,THOMAS,"Laramie &amp; Thomas",Point,LARAMIE,"-87.755795","41.900494","57",SB,"Laramie &amp; Thomas"
-87.75578,41.905786,Laramie & Hirsch,,clampToGround,In Service,"3878",,CHICAGO,NS,HIRSCH,"Laramie &amp; Hirsch",Point,LARAMIE,"-87.75578","41.905786","57",NB,"Laramie &amp; Hirsch"
-87.758013018,41.909416493,North Ave & Lockwood,,clampToGround,In Service,"865",,CHICAGO,FS,LOCKWOOD (west leg),"North Ave &amp; Lockwood",Point,NORTH AVENUE,"-87.758013","41.909416","72",EB,"North Ave &amp; Lockwood"
-87.757488,41.960538001,Montrose & Laramie,,clampToGround,In Service,"11320",,CHICAGO,NS,LARAMIE,"Montrose &amp; Laramie",Point,MONTROSE,"-87.757488","41.960538","78",EB,"Montrose &amp; Laramie"
-87.757278899,41.964005187,Milwaukee & Wilson,,clampToGround,In Service,"5588",,CHICAGO,NS,WILSON,"Milwaukee &amp; Wilson",Point,MILWAUKEE,"-87.757279","41.964005","56",NWB,"Milwaukee &amp; Wilson"
-87.756293494,41.962599373,Milwaukee & Sunnyside,,clampToGround,In Service,"5438",,CHICAGO,NS,SUNNYSIDE,"Milwaukee &amp; Sunnyside",Point,MILWAUKEE,"-87.756293","41.962599","56",SEB,"Milwaukee &amp; Sunnyside"
-87.755865646,41.962398261,Milwaukee & Sunnyside,,clampToGround,In Service,"5587",,CHICAGO,NS,SUNNYSIDE,"Milwaukee &amp; Sunnyside",Point,MILWAUKEE,"-87.755866","41.962398","56",NWB,"Milwaukee &amp; Sunnyside"
-87.756328672,41.992373681,Caldwell & Lenox,,clampToGround,In Service,"11431",,CHICAGO,NT,LENOX,"Caldwell &amp; Lenox",Point,CALDWELL,"-87.756329","41.992374","84",SEB,"Caldwell &amp; Lenox"
-87.758778779,42.062594238,Old Orchard Rd & Lockwood,,clampToGround,In Service,"10447",,SKOKIE,NS,LOCKWOOD,"Old Orchard Rd &amp; Lockwood",Point,OLD ORCHARD RD,"-87.758779","42.062594",54A,WB,"Old Orchard Rd &amp; Lockwood"
-87.757859164,42.062414112,Old Orchard Rd & Edens Sb Entrance Ramp,,clampToGround,In Service,"10453",,SKOKIE,NS,EDENS SB ENTRANCE RAMP,"Old Orchard Rd &amp; Edens Sb Entrance Ramp",Point,OLD ORCHARD RD,"-87.757859","42.062414",54A,EB,"Old Orchard Rd &amp; Edens Sb Entrance Ramp"
-87.75479,41.792896,55th Street & Lockwood,,clampToGround,In Service,"4544",,CHICAGO,NS,LOCKWOOD,"55th Street &amp; Lockwood",Point,55TH STREET,"-87.75479","41.792896","55A,55N",WB,"55th Street &amp; Lockwood"
-87.729887958,41.942668617,Milwaukee & Karlov,,clampToGround,In Service,"5454",,CHICAGO,NS,KARLOV (west leg),"Milwaukee &amp; Karlov",Point,MILWAUKEE,"-87.729888","41.942669","56",SEB,"Milwaukee &amp; Karlov"
-87.727860015,41.880590582,Madison & Karlov,,clampToGround,In Service,"15852",N20,CHICAGO,FS,KARLOV,"Madison &amp; Karlov",Point,MADISON,"-87.72786","41.880591","20",EB,"Madison &amp; Karlov"
-87.72624436,41.89731967,Pulaski & Iowa,,clampToGround,In Service,"9024",N53,CHICAGO,NS,IOWA,"Pulaski &amp; Iowa",Point,PULASKI,"-87.726244","41.89732","53",SB,"Pulaski &amp; Iowa"
-87.726784974,41.928393719,Pulaski & Wrightwood,,clampToGround,In Service,"17466",N53,CHICAGO,FS,WRIGHTWOOD,"Pulaski &amp; Wrightwood",Point,PULASKI,"-87.726785","41.928394","53",NB,"Pulaski &amp; Wrightwood"
-87.723737917,41.80803611,Pulaski & 47th Street,,clampToGround,In Service,"12844",,CHICAGO,NS,47TH STREET,"Pulaski &amp; 47th Street",Point,PULASKI,"-87.723738","41.808036",53A,SB,"Pulaski &amp; 47th Street"
-87.71776518,41.866345344,Roosevelt & Lawndale,,clampToGround,In Service,"361",,CHICAGO,NT,LAWNDALE,"Roosevelt &amp; Lawndale",Point,ROOSEVELT,"-87.717765","41.866345","12",WB,"Roosevelt &amp; Lawndale"
-87.711234001,41.886429,Homan & Fulton,,clampToGround,In Service,"11170",,CHICAGO,NS,FULTON,"Homan &amp; Fulton",Point,HOMAN,"-87.711234","41.886429","82",SB,"Homan &amp; Fulton"
-87.711714,41.906338,Homan & Hirsch,,clampToGround,In Service,"11252",,CHICAGO,NS,HIRSCH,"Homan &amp; Hirsch",Point,HOMAN,"-87.711714","41.906338","82",NB,"Homan &amp; Hirsch"
-87.712182793,41.939209403,Belmont & Kimball (Blue Line),,clampToGround,In Service,"7858",N77,CHICAGO,FS,KIMBALL,"Belmont &amp; Kimball (Blue Line)",Point,BELMONT,"-87.712183","41.939209","77",EB,"Belmont &amp; Kimball (Blue Line)"
-87.71348,41.975604,Kimball & Foster,,clampToGround,In Service,"11287",,CHICAGO,NS,FOSTER,"Kimball &amp; Foster",Point,KIMBALL,"-87.71348","41.975604","82",NB,"Kimball &amp; Foster"
-87.713514556,41.994037094,Lincoln & McCormick/Kimball,,clampToGround,In Service,"1356",,CHICAGO,FS,McCORMICK/KIMBALL,"Lincoln &amp; McCormick/Kimball",Point,LINCOLN,"-87.713515","41.994037","11",SEB,"Lincoln &amp; McCormick/Kimball"
-87.707693,41.764366,71st Street & Homan,,clampToGround,In Service,"10123",,CHICAGO,NT,HOMAN,"71st Street &amp; Homan",Point,71ST STREET,"-87.707693","41.764366","67",WB,"71st Street &amp; Homan"
-87.707773457,41.857296036,Ogden & Spaulding,,clampToGround,In Service,"6656",,CHICAGO,NS,SPAULDING,"Ogden &amp; Spaulding",Point,OGDEN,"-87.707773","41.857296","157",SWB,"Ogden &amp; Spaulding"
-87.707643239,41.924856435,Fullerton & Kedzie,,clampToGround,In Service,"1248",,CHICAGO,FS,KEDZIE (w. service drive),"Fullerton &amp; Kedzie",Point,FULLERTON,"-87.707643","41.924856","74",WB,"Fullerton &amp; Kedzie"
-87.710581341,41.961212017,Montrose & Spaulding,,clampToGround,In Service,"11388",,CHICAGO,NS,SPAULDING,"Montrose &amp; Spaulding",Point,MONTROSE,"-87.710581","41.961212","78",WB,"Montrose &amp; Spaulding"
-87.709318894,42.005562776,6833 N Kedzie,,clampToGround,In Service,"12086",,LINCOLNWOOD,MB,FARWELL (6833 NORTH),6833 N Kedzie,Point,KEDZIE,"-87.709319","42.005563","11",SB,6833 N Kedzie
-87.703606566,41.786314175,59th Street & Kedzie,,clampToGround,In Service,"18030",,CHICAGO,FS,KEDZIE,"59th Street &amp; Kedzie",Point,59TH STREET,"-87.703607","41.786314","59",WB,"59th Street &amp; Kedzie"
